source,risk_label,task_id,sha256,file_size,nodes,local_score
candidate_v2,v2-staging,task158,5f126c6c95b5e9197281b2b0130033f28d88f1c99e7b8717c68508560d5df8da,26673,294,12.827210
candidate_v2,v2-staging,task159,93239bd39db8bb07ffc4f354ca7b43656c78ca03e18c9ca72a30ccb093e2eb5a,12966,57,13.597995
candidate_v2,v2-staging,task160,9614391ed6a8c961cb2a50b82e22337eab556621bb99de4baaa2f78d0f8b06ad,2189,19,16.569237
candidate_v2,v2-staging,task161,aac790a1c2961c5e1042a8a2f49001fa2e554ab4a5bf8990b3490e3ed1658916,4456,39,13.923303
candidate_v2,v2-staging,task162,29467827e023a09da29f2c6bcf10d77d7bff035e613d5615f27d623e6f2f3224,2268,19,13.944502
candidate_v2,v2-staging,task163,20509dabff21d45373372e5d29ac896fe8dfe5643c42473470e08c9c1165f945,10270,68,14.916318
candidate_v2,v2-staging,task164,250771b94d3db4658d4ac04e3bd9a0740f2af0f3aba0bb9b5df4d6181bb470d4,479,1,21.598803
candidate_v2,v2-staging,task165,84191da6721ff334125fd7fa8616eb9122ba801b8e467d4f0bac42cdd367fab2,4910,25,13.879762
candidate_v2,v2-staging,task166,635ac35cdaf739d7549ee8cd70b4042ae832ff18d2798a37fb1e315bb0990a02,1318,11,14.881845
candidate_v2,v2-staging,task167,71960feaa6f01d141e2e847cf629191d99e40b6ceb0199f2c3f955b43a84d6d9,1673,9,18.470581
candidate_v2,v2-staging,task168,24e27e72411c8561da75b446c8d7253b7581784b14d9d8063097e06ac83fac71,4620,45,15.076563
candidate_v2,v2-staging,task169,dfe553780f6769c9353bcda597ca9fe3629e0ef69cc742c9b3362616e9b716ae,20803,168,14.929770
candidate_v2,v2-staging,task170,40c7d62d579c2d8926059eb3c557934286ca2ed2507772f25b157bc0a91d75ba,50577,681,13.728331
candidate_v2,v2-staging,task171,c0dccfce69e87e53b68a617cc0ce6da5c9659180ce2acc2a46007c9915c524cb,3825,1,18.186555
candidate_v2,v2-staging,task172,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,479,1,21.598803
candidate_v2,v2-staging,task173,6422b0cd8c4551cb02c6733546b9d7f1b9130a0e4e58c7132e4791558a968ec7,10061,68,12.926071
candidate_v2,v2-staging,task174,4501407339b9e160ae271315971c5baa39151bb8f252ce075fee7e027ffb1686,61839,790,14.140636
candidate_v2,v2-staging,task175,81360eed1239cc5100375c4c1bd3261ee37f752a50e42166236e158e5ad5ac31,12985,22,13.619235
candidate_v2,v2-staging,task176,e323248617622d6f3ec11b2d387952fea83ecc2fed3bdb998ca12143a2168c6b,1126,7,16.022854
candidate_v2,v2-staging,task177,cf49f3845c907c5c58bfc44858a09562b29c11f7bc05ec633f96e70552287949,3189,33,13.978196
candidate_v2,v2-staging,task178,4da8ed1ed0676bf74ff1db264eee36e5a51569d8bfd9726b145975fb852cb357,6748,126,14.713600
candidate_v2,v2-staging,task179,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,170,1,25.000000
candidate_v2,v2-staging,task180,8f6b55aa41b48daa3c5bde2cf091752666c75e5b3b9acd0b61ce5c378a8988a7,2525,6,16.084031
candidate_v2,v2-staging,task181,d5e423513a6d975dcf970b7fa00306491312801ed8b9c3232bddaa05e5217ae9,3083,21,17.914936
candidate_v2,v2-staging,task182,a4c0113b16fd5a5b05d55505920cc5ce2a3f44b02eb252331c82630ae44592ef,12955,168,14.228887
candidate_v2,v2-staging,task183,46ceea84568fb834441d4df8e55844ba3122e38f8a91006e113ea40c89bebb55,4690,55,14.879226
candidate_v2,v2-staging,task184,e2dcc9362cac03db34174d9cfe83b4528b95b776befd30fdd1cdc73bfb758161,43202,71,14.432408
candidate_v2,v2-staging,task185,dbc48d1e31979b5114d5df411783ca8989f9ae9c4bd063f24eb529ea5d5b1dae,18881,242,14.004858
candidate_v2,v2-staging,task186,5f12ebe1ba6f496ac5712d9d6c43d990aba0f2edfb4474275efbbbce95cef086,924,11,19.102846
candidate_v2,v2-staging,task187,a12ff26344d3636a415f318272f96b57a7e6c98ebd9e5bd92bc9465f8ff342d7,5758,87,13.435308
candidate_v2,v2-staging,task188,b5aedf9a8411d84cd20d8bded8746b6a16044a019d7d5352e049a9c98ef96837,3259,46,15.725371
candidate_v2,v2-staging,task189,8feb91f1cc27fca0b315416ca074d36c658d8f9683b58d95609bba625e80b4ad,6704,110,14.887508
candidate_v2,v2-staging,task190,0a31ba38881a6fc4af83224d1aa59f0a876aea5808f55f95707b8c5975ac4c06,8781,63,15.675974
candidate_v2,v2-staging,task191,bed11bcd1fa6de9d41351306ee799f453ed8ddb089b72f5a421af02ae8d88e8c,8424,212,13.602800
candidate_v2,v2-staging,task192,02da2ed1d0363997e45f8c5bfe6fef9b8de614300b6189a91ffc9a8d49a37a05,2089,17,14.141617
candidate_v2,v2-staging,task193,1184ed012012ee9bc87677fea86382acea9bc6b8979f087a5b3500492d6138dd,1925,14,14.109558
candidate_v2,v2-staging,task194,5a188032e9933c63bea9816c0846001d769eb356d00653af9e5e766ff62bb53b,7454,1,17.504458
candidate_v2,v2-staging,task195,ba4b722b42ea9bdbffbe4fcf38c90d387045eee91e245e77f502c246c158e0dd,5381,33,15.436963
candidate_v2,v2-staging,task196,89719c41cdbc1176e45d78565003ab2f9feb673cd43fcf7fef4c3ff8a4a302e1,2417,31,14.618975
candidate_v2,v2-staging,task197,d2fb46801935583882f6a460471b563ccee60a53661cb17003fc2b60f17ba1ea,1223,18,14.166556
candidate_v2,v2-staging,task198,a1cd099e3d965fb4506eded8d4bde77ea202357df70e9212b36911ca002c8cb1,6979,51,13.449576
candidate_v2,v2-staging,task199,7f8ae82add1995ce631f2596ebf18e50b694cb8ec8d56a776cb6b1f393d891fa,2948,22,15.309891
candidate_v2,v2-staging,task200,3db82e421fb1700c12efd717427c8530ccb8c8b610c32b22b6ae170655c00c8e,3848,38,15.975267
candidate_v2,v2-staging,task201,38bd02d717e5ab0a9e14bc97fdda66c68e8a52c2b2686fbb9411671b3abf5da8,9668,135,13.562876
